names,,,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD,SilverBow,Cascade,YellowStone,Missoula,LewisAndClark,Gallatin,Flathead,PowderRiver,Carbon,Philips,Hill,Ravalli,Lake,Roosevelt,BEAVERHEAD,Valley,Toole,BIG.HORN,Blaine,Madison,Pondera,Richland,Powell,Rosebud,Teton,Treasure,Sheridan,Sanders,Glacier,Fallon,SweetGrass,Mccone,Broadwater,Meagher,Liberty,Park,Garfield,Jefferson,Wibeaux,Mineral,Lincoln,CMHD
licence,,,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57,1,2,3,4,5,6,7,9,10,11,12,13,15,17,18,20,21,22,24,25,26,27,28,29,31,33,34,35,38,39,40,41,43,47,48,49,50,51,52,54,56,57
revised,,,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD,SB,CS,YE,MS,LC,GA,FL,PR,CA,PH,HI,RA,LA,RO,BE,VA,TO,BH,BL,MA,PO,RI,PW,RS,TE,TR,SH,SA,GL,FA,SG,MC,BR,ME,LI,PA,GF,JE,WI,MI,LN,CMHD
row,year,flu week,SB rate,CS rate,YE rate,MS rate,LC rate,GA rate,FL rate,PR rate,CA rate,PH rate,HI rate,RA rate,LA rate,RO rate,BE rate,VA rate,TO rate,BH rate,BL rate,MA rate,PO rate,RI rate,PW rate,RS rate,TE rate,TR rate,SH rate,SA rate,GL rate,FA rate,SG rate,MC rate,BR rate,ME rate,LI rate,PA rate,GF rate,JE rate,WI rate,MI rate,LN rate,CMHD rate,SB rate,CS count,YE count,MS count,LC count,GA count,FL count,PR count,CA count,PH count,HI count,RA count,LA count,RO count,BE count,VA count,TO count,BH count,BL count,MA count,PO count,RI count,PW count,RS count,TE count,TR count,SH count,SA count,GL count,FA count,SG count,MC count,BR count,ME count,LI count,PA count,GF count,JE count,WI count,MI count,LN count,CMHD count,SB pop,CS pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop,YE pop
271,6,10,0.000028996,0.000061103,0.000006397,0,0.00001512,0,0,0,0,0,0.00012178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000037062,1,5,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
272,6,11,0,0,0,0,0,0,0,0,0,0,0.000304451,0,0.00006799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
273,6,12,0,0.000024441,0.000006397,0,0.00003024,0.0000299,0.00002089,0,0.000192511,0,0.001583146,0,0.00013598,0,0.000107666,0,0,0,0,0,0,0,0,0.000107078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,2,0,2,0,26,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
274,6,13,0,0.000024441,0.000012794,0.000026367,0,0.000169434,0.000010445,0,0.000096256,0,0.002192048,0,0.000101985,0,0,0,0,0.000075318,0,0.000126231,0.002794214,0.000084076,0,0.000107078,0,0,0,0,0,0,0.000276319,0,0,0.000549753,0,0.000062645,0,0,0,0,0,0.000037062,0,2,2,3,0,17,1,0,1,0,36,0,3,0,0,0,0,1,0,1,17,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
275,6,14,0.000057991,0.000036662,0.000044779,0,0.00003024,0.000159467,0.000041781,0.000565931,0,0,0.002009377,0.000024313,0.000169976,0,0.000107666,0,0,0.000376591,0,0,0.000164366,0.000084076,0,0.000535389,0,0,0,0,0,0.000315457,0.000276319,0,0,0.001099505,0,0.000062645,0,0.000086558,0,0,0.000052593,0.000037062,2,3,7,0,2,16,4,1,0,0,33,1,5,0,1,0,0,5,0,0,1,1,0,5,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,1,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
276,6,15,0.000057991,0.000134427,0.000095955,0.000087889,0.00004536,0.000358802,0.00002089,0.000565931,0,0,0.000730683,0,0.00006799,0,0.000322997,0.000131441,0.000394011,0.000150636,0,0.000126231,0.000164366,0.000084076,0,0.001284934,0.000495868,0,0,0.000088605,0.000440464,0,0,0,0,0.004947774,0.000835771,0.000187935,0,0,0,0,0,0.000074123,2,11,15,10,3,36,2,1,0,0,12,0,2,0,3,1,2,2,0,1,1,1,0,12,3,0,0,1,6,0,0,0,0,9,2,3,0,0,0,0,0,2,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
277,6,16,0.000028996,0.00040328,0.000191909,0.000219722,0.00006048,0.000578069,0.000167123,0,0.000577534,0.000241488,0.000548012,0,0.00006799,0.000789128,0.00129199,0.000394322,0.000394011,0.000225955,0,0.000126231,0.001314924,0,0,0.000963701,0.000330579,0,0.000273823,0,0.001174571,0,0.000552639,0,0,0.00219901,0.002089427,0.000187935,0,0,0,0,0.000262964,0.000037062,1,33,30,25,4,58,16,0,6,1,9,0,2,9,12,3,2,3,0,1,8,0,0,9,2,0,1,0,16,0,2,0,0,4,5,3,0,0,0,0,5,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
278,6,17,0.000347947,0.000733236,0.000415803,0.000290033,0.000423357,0.000388702,0.000522259,0,0.001155068,0.000724463,0.000669792,0.000072938,0.000203971,0.001139851,0.002368648,0.000788644,0.000788022,0.001958274,0.000151103,0,0.002465483,0.00042038,0.00014721,0.002034479,0.00214876,0,0.000273823,0,0.000220232,0.000315457,0.001105278,0,0,0.000549753,0.001253656,0.000250579,0,0,0,0.000239006,0.000315557,0.000074123,12,60,65,33,28,39,50,0,12,3,11,3,6,13,22,6,4,26,1,0,15,5,1,19,13,0,1,0,3,1,4,0,0,1,3,4,0,0,0,1,6,2,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
279,6,18,0.000289956,0.000574369,0.000454185,0.000404289,0.000892074,0.000368768,0.000553594,0.00565931,0.00067379,0.000241488,0.000243561,0.0001945,0.000373946,0.000964489,0.001830319,0.000394322,0.000788022,0.002334865,0.000151103,0.000504923,0.001314924,0.000168152,0.000294421,0.001070778,0.000826446,0,0.002464403,0,0.000660696,0.000946372,0.000552639,0.002942908,0.000174978,0,0.001253656,0.00012529,0,0.000173115,0.000932836,0,0.000473335,0.000185309,10,47,71,46,59,37,53,10,7,1,4,8,11,11,17,3,4,31,1,4,8,2,2,10,5,0,9,0,9,3,2,5,1,0,3,2,0,2,1,0,9,5,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
280,6,19,0.000202969,0.000415501,0.000383818,0.000413078,0.001723669,0.000508302,0.000678936,0.000565931,0.001058812,0,0.000426232,0.000534876,0.000475931,0.000613766,0.000538329,0.000262881,0.000197006,0.001581683,0,0.000252461,0.000328731,0.000756684,0.00014721,0.001070778,0.000661157,0,0.00109529,0,0.001835266,0.000630915,0.000276319,0.001177163,0,0.001099505,0.001253656,0.000375869,0,0.000086558,0.002798507,0.000478011,0.000683707,0.000037062,7,34,60,47,114,51,65,1,11,0,7,22,14,7,5,2,1,21,0,2,2,9,1,10,4,0,4,0,25,2,1,2,0,2,3,6,0,1,3,2,13,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
281,6,20,0.000492925,0.000476604,0.000434994,0.0003955,0.001073513,0.000428569,0.001023627,0,0.000962557,0,0.000548012,0.000656439,0.000883873,0.001139851,0.001830319,0.000262881,0.000591017,0.001355728,0,0.000378692,0.000328731,0.000588532,0.00014721,0.00149909,0.000991736,0,0.003833516,0.000354421,0.000146821,0.001577287,0,0.000588582,0.000174978,0.001099505,0,0.000375869,0,0.000086558,0,0.000478011,0.002682234,0.000259432,17,39,68,45,71,43,98,0,10,0,9,27,26,13,17,2,3,18,0,3,2,7,1,14,6,0,14,4,2,5,0,1,1,2,0,6,0,1,0,2,51,7,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
282,6,21,0.000898863,0.000366618,0.000377421,0.000500967,0.001436391,0.000737537,0.000919175,0,0.000962557,0,0,0.00104544,0.000951863,0.000438404,0.001399655,0,0,0.0008285,0,0.001262307,0.000328731,0.000084076,0.000294421,0.001177856,0.000826446,0,0.003285871,0.000443027,0.001468213,0.004100946,0,0.001765745,0,0.001099505,0,0.000062645,0,0,0.000932836,0.000717017,0.002577048,0.000444741,31,30,59,57,95,74,88,0,10,0,0,43,28,5,13,0,0,11,0,10,2,1,2,11,5,0,12,5,20,13,0,3,0,2,0,1,0,0,1,3,49,12,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
283,6,22,0.00072489,0.000232192,0.000307055,0.000544911,0.001073513,0.000837204,0.000689381,0,0.001732602,0,0.000304451,0.000996815,0.000951863,0.000964489,0.00129199,0,0,0.000602546,0,0.001009846,0.000164366,0.000504456,0.00014721,0.000856623,0.000991736,0,0.000821468,0.000354421,0.000220232,0.000630915,0,0.002354326,0.000174978,0,0,0.000062645,0,0.000086558,0,0,0.001893342,0.000111185,25,19,48,62,71,84,66,0,18,0,5,41,28,11,12,0,0,8,0,8,1,6,1,8,6,0,3,4,3,2,0,4,1,0,0,1,0,1,0,0,36,3,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
284,6,23,0.000202969,0.000293295,0.000102352,0.0003955,0,0.000488369,0.000511813,0,0.000770045,0,0.000182671,0.000267438,0.000373946,0.000263043,0.000430663,0,0.000197006,0.000301273,0.000151103,0,0.000493097,0.000252228,0,0.000321234,0.000330579,0,0,0.000088605,0.000073411,0,0.001105278,0,0,0.000549753,0.002089427,0.000438514,0,0,0,0,0.001051857,0.000148247,7,24,16,45,0,49,49,0,8,0,3,11,11,3,4,0,1,4,1,0,3,3,0,3,2,0,0,1,1,0,4,0,0,1,5,7,0,0,0,0,20,4,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
285,6,24,0.000289956,0.00020775,0.000185512,0.000140622,0.000317518,0.000607969,0.000490923,0,0.000192511,0,0.000182671,0.000316063,0.000237966,0.000175362,0.000215332,0,0,0.000225955,0,0,0.001643655,0.000084076,0.00014721,0.002141557,0.000330579,0,0,0.000088605,0.000073411,0,0.000552639,0.000588582,0.000174978,0,0.000417885,0.000187935,0,0,0,0,0.000420743,0.000704173,10,17,29,16,21,61,47,0,2,0,3,13,7,2,2,0,0,3,0,0,10,1,1,20,2,0,0,1,1,0,2,1,1,0,1,3,0,0,0,0,8,19,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
286,6,25,0.000405938,0.000097765,0.000115145,0.000105467,0.000181439,0.000179401,0.000407362,0.000565931,0.000192511,0,0.00012178,0.000072938,0.000033995,0.000087681,0.000107666,0,0,0.000677864,0.000151103,0.000252461,0.00147929,0.000084076,0.000883262,0.001070778,0.000330579,0,0,0.000088605,0,0,0,0,0,0,0,0,0,0,0,0,0.000052593,0.000259432,14,8,18,12,12,18,39,1,2,0,2,3,1,1,1,0,0,9,1,2,9,1,6,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
287,6,26,0.000115982,0.000073324,0.000083161,0.000070311,0.000105839,0.000149501,0.0003238,0,0.000192511,0,0.00006089,0.000072938,0.00006799,0,0.000322997,0.000131441,0,0.000075318,0,0.000252461,0.000986193,0,0.000294421,0.001070778,0.000661157,0,0,0,0,0.000315457,0,0,0,0,0.000417885,0,0,0,0,0,0,0.000074123,4,6,13,8,7,15,31,0,2,0,1,3,2,0,3,1,0,1,0,2,6,0,2,10,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
288,6,27,0.000057991,0,0.000115145,0,0.000211679,0.000209301,0.00030291,0,0.000096256,0,0.00006089,0,0.000033995,0,0,0,0,0,0,0.000378692,0.000328731,0.000084076,0,0.000535389,0.000495868,0,0.000273823,0.000177211,0,0.000315457,0,0,0.000174978,0,0.000417885,0,0,0.000259673,0.001865672,0,0.000105186,0.000185309,2,0,18,0,14,21,29,0,1,0,1,0,1,0,0,0,0,0,0,3,2,1,0,5,3,0,1,2,0,1,0,0,1,0,1,0,0,3,2,0,2,5,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
289,6,28,0,0.000097765,0.000223894,0.000017578,0.000468717,0.000189368,0.000313355,0.000565931,0.000288767,0.000482975,0.00006089,0,0,0.000087681,0.000107666,0.000131441,0,0.000225955,0,0.000378692,0,0.000084076,0,0,0.000991736,0,0,0.000265816,0,0.000315457,0,0,0,0,0,0,0,0.000086558,0.000932836,0,0.000052593,0.000259432,0,8,35,2,31,19,30,1,3,2,1,0,0,1,1,1,0,3,0,3,0,1,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,1,7,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
290,6,29,0.000144978,0.000012221,0.000185512,0.000035156,0.000423357,0.000129567,0.000167123,0,0,0,0.000548012,0,0.00006799,0.000087681,0,0.000131441,0,0.000301273,0,0.000126231,0,0,0,0.000214156,0,0,0,0,0,0.000630915,0,0,0,0,0.000835771,0,0,0,0,0,0,0.000148247,5,1,29,4,28,13,16,0,0,0,9,0,2,1,0,1,0,4,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
291,6,30,0.000057991,0.000036662,0.000172718,0.000052733,0.000317518,0.000079734,0.000114897,0,0,0,0.000243561,0.000048625,0.000101985,0,0.000322997,0,0,0.000225955,0,0.000126231,0,0,0,0.000214156,0.000165289,0,0,0,0,0,0.000276319,0,0,0,0,0,0,0,0,0.000239006,0,0.000037062,2,3,27,6,21,8,11,0,0,0,4,2,3,0,3,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
292,6,31,0.000057991,0.000036662,0.000089558,0.000061522,0.000272158,0.000079734,0.000083561,0,0.000096256,0,0.000243561,0.000048625,0.000033995,0.000087681,0,0,0,0.000075318,0,0,0.000164366,0.000084076,0.00014721,0,0.000330579,0,0.00109529,0,0,0.000315457,0,0,0.000174978,0,0,0.000313224,0,0,0,0,0,0,2,3,14,7,18,8,8,0,1,0,4,2,1,1,0,0,0,1,0,0,1,1,1,0,2,0,4,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
293,6,32,0,0.000061103,0.000051176,0.000008789,0.000257038,0.000019933,0.000073116,0,0.000096256,0,0.000182671,0.000072938,0,0,0,0,0,0.000225955,0,0,0,0.000084076,0.00014721,0,0.000165289,0,0,0,0,0.000630915,0,0,0.000174978,0,0.000417885,0,0.000778816,0.000086558,0,0,0,0,0,5,8,1,17,2,7,0,1,0,3,3,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
294,6,33,0,0.000073324,0.000006397,0,0.000272158,0.000069767,0.000073116,0,0,0,0.00012178,0.000072938,0,0,0,0,0,0,0,0,0,0,0.000294421,0,0.000330579,0,0,0,0,0,0,0,0,0,0.000417885,0,0.000778816,0,0,0,0,0,0,6,1,0,18,7,7,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
295,6,34,0.000173974,0,0.000019191,0,0.000105839,0.000109634,0.000073116,0,0,0,0.00012178,0,0.000033995,0.000087681,0.000107666,0,0,0,0,0,0,0,0,0,0.000165289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185309,6,0,3,0,7,11,7,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
296,6,35,0.000115982,0,0.000006397,0,0.000226799,0.000039867,0.00002089,0,0,0.000241488,0,0,0,0,0,0,0,0.000075318,0,0,0,0.000084076,0,0,0,0,0,0,0,0,0,0,0,0,0.001671542,0.000062645,0,0,0,0,0,0,4,0,1,0,15,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
297,6,36,0.000086987,0.000061103,0,0,0.000151199,0.000079734,0.00002089,0,0,0,0,0,0,0,0.000107666,0,0,0,0,0,0,0,0.00014721,0,0,0,0,0,0,0,0,0,0,0.000549753,0.000417885,0,0,0,0,0,0,0.000037062,3,5,0,0,10,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
298,6,37,0.000231965,0.000012221,0.000006397,0,0.000136079,0.000049834,0.00002089,0,0,0,0,0,0,0,0.000215332,0,0,0,0,0,0,0,0.00014721,0,0.000330579,0,0,0,0,0,0,0,0,0,0,0,0,0.000086558,0,0,0,0.000037062,8,1,1,0,9,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
299,6,38,0,0,0.000006397,0,0.000105839,0.0000299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239006,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
300,6,39,0,0.000036662,0,0,0.00004536,0.000009967,0.000031336,0,0,0,0,0.000024313,0.000033995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000037062,0,3,0,0,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
301,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
302,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34488,81829,156324,113780,66138,100334,95738,1767,10389,4141,16423,41131,29416,11405,9288,7608,5076,13277,6618,7922,6084,11894,6793,9339,6050,685,3652,11286,13622,3170,3619,1699,5715,1819,2393,15963,1284,11553,1072,4184,19014,26982
